11,033336	40,700000	13,000000
11,136867	41,600000	13,000000
11,241221	41,200000	13,000000
11,349880	42,900000	13,000000
11,456227	41,900000	13,000000
11,557665	41,300000	13,000000
11,665317	40,000000	13,000000
11,770018	39,700000	13,000000
11,872659	39,600000	13,000000
11,979403	37,800000	13,000000
12,085903	38,600000	13,000000
12,191625	38,200000	13,000000
12,298767	37,500000	13,000000
12,405344	38,800000	13,000000
12,511775	41,300000	13,000000
12,624325	42,500000	13,000000
12,729183	41,500000	13,000000
12,834421	39,400000	13,000000
12,942882	38,700000	13,000000
13,048773	40,200000	13,000000
13,155565	42,300000	13,000000
13,266452	42,300000	13,000000
13,373655	41,100000	13,000000
13,479001	40,400000	13,000000
13,581347	38,100000	13,000000
13,682663	37,700000	13,000000
13,789254	37,700000	13,000000
13,897483	36,200000	13,000000
14,002572	33,300000	13,000000
14,108691	37,100000	13,000000
14,214921	39,200000	13,000000
14,323299	39,600000	13,000000
14,431884	39,600000	13,000000
14,538656	40,600000	13,000000
14,645568	40,900000	13,000000
14,757509	41,300000	13,000000
14,862424	39,800000	13,000000
14,969195	40,100000	13,000000
15,074895	43,200000	13,000000
15,181519	43,600000	13,000000
15,292510	42,300000	13,000000
15,394890	48,700000	4,330000
15,501004	59,670000	0,000000
15,613712	56,400000	0,000000
15,718504	37,100000	13,000000
15,824879	36,100000	13,000000
15,927550	37,000000	13,000000
16,039126	37,100000	13,000000
16,144351	36,900000	13,000000
16,251830	38,100000	13,000000
16,359159	52,330000	0,000000
16,461013	56,000000	0,000000
16,567917	38,400000	13,000000
16,668688	35,100000	13,000000
16,775009	56,560000	0,000000
16,879068	57,330000	0,000000
16,984846	36,700000	13,000000
17,093917	36,000000	13,000000
17,197718	52,110000	0,000000
17,299017	57,560000	0,000000
17,407524	39,000000	13,000000
17,517566	36,000000	13,000000
17,631753	45,300000	10,830000
17,736796	57,330000	0,000000
17,837102	56,670000	0,000000
17,941828	40,700000	13,000000
18,054697	35,000000	13,000000
18,159296	52,110000	0,000000
18,257211	57,780000	0,000000
18,367310	40,100000	13,000000
18,474326	34,300000	13,000000
18,582151	33,300000	13,000000
18,687042	34,100000	13,000000
18,797853	58,000000	0,000000
18,900656	59,110000	0,000000
19,008437	36,800000	13,000000
19,111342	30,400000	13,000000
19,215893	40,180000	13,000000
19,323324	57,090000	0,000000
19,428998	65,270000	0,000000
19,534792	70,450000	0,000000
19,642723	68,730000	0,000000
19,744503	70,000000	0,000000
19,849908	69,450000	0,000000
19,957150	70,000000	0,000000
20,064545	69,090000	0,000000
20,172031	70,180000	0,000000
20,275852	70,000000	0,000000
20,379651	69,360000	0,000000
20,485524	70,090000	0,000000
20,592596	69,820000	0,000000
20,698397	70,180000	0,000000
20,805326	69,270000	0,000000
20,912198	69,910000	0,000000
21,013421	68,640000	0,000000
21,119643	69,550000	0,000000
21,226511	70,640000	0,000000
